,name,profile,decklist,wins,winsSwiss,winsBracket,winRate,winRateSwiss,winRateBracket,draws,losses,lossesSwiss,lossesBracket,standing,colorID,commander,tournamentName,dateCreated,drawsSwiss
929,Jorman antigua ,HqOhjsyNE6P6iV4QsbWeejO0iXU2,https://www.moxfield.com/decks/vbnt26yhdUONJYx_0Rrc8g,4,2,2.0,0.5714285714285714,0.4,1.0,2,1,1,0.0,1,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
930,Ryan Deller,3Ja8QhNmk9O17Ul9dxw9WDI81uL2,https://www.moxfield.com/decks/hANpzxnomEeU4gt7_nphPg,3,2,1.0,0.42857142857142855,0.4,0.5,1,3,2,1.0,2,WUB,"Tivit, Seller of Secrets","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
931,Tom Ferb,ocWKzlDb5rWbPK4egfKmUOfZ5DZ2,https://www.moxfield.com/decks/iTRVkM-xVkKqo9TquUA4Pw,3,2,1.0,0.42857142857142855,0.4,0.5,1,3,2,1.0,3,WUB,"Tivit, Seller of Secrets","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
932,Jose Tolentino,1BOjYe7oU1g2niujzpjgmu6Jz713,https://www.moxfield.com/decks/BRO4LO-7MkaWSaDFCQBB2A,3,2,1.0,0.42857142857142855,0.4,0.5,0,4,3,1.0,4,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
933,Phil,l93dPLUQsjeVowQr7U8vRm4nLCB3,https://www.moxfield.com/decks/xXuHsP7i2kCJQOuLNyoVUw,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,5,WUBRG,"Najeela, the Blade-Blossom","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
934,Charles Magyar,qQIC72hdTrQKLDwrykQpsx5ZGFv2,https://www.moxfield.com/decks/dZLucqzEBkio4UIvXLm5cw,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,6,UR,"Jhoira, Weatherlight Captain","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
935,Maxwell Molinari,jOBjHhVceNaMxmTpnsDApNS49I13,https://www.moxfield.com/decks/VLYxrJtnuUee-foRTMRgkQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,7,WUB,"Tivit, Seller of Secrets","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
936,Joshua Soba,8vL4ZZQrrKhmXuene4z1g55vfYz1,https://www.moxfield.com/decks/v1P2dvVhWUSdUeGdNuLcrw,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,8,W,"Myrel, Shield of Argive","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
937,Michael Punj,l8Qlt59xsyRiZDY826Yzp6tRZW73,https://www.moxfield.com/decks/e9RfpemgMUig7g0pP76FZQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,9,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
938,Lucas Lomonaco,,https://www.moxfield.com/decks/t7th_vBCRESEiNz_zIsxdw,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,10,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
939,Renzo Pastor,taEVTzIjSPg5jvcKLDLD3VYZ7lk1,https://www.moxfield.com/decks/OOLFV69J8kS3IS81nqtepA,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,11,WUBRG,"Sisay, Weatherlight Captain","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
940,Matteo Concepcion,Z1UtnlhHRUgXYYICtspWvOS71Nw2,https://www.moxfield.com/decks/adK1d7R7E0G1QRQVLxhHyQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,12,WBG,"Tayam, Luminous Enigma","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
941,Corey Davis,izBnFKcRfkf7bHQO0BFJ3TQTfrM2,https://www.moxfield.com/decks/JAjgifv3vU2iwX4Ixn6qKg,1,1,0.0,0.2,0.25,0.0,1,3,2,1.0,13,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
942,JP Lomonaco,,https://www.moxfield.com/decks/kJPamwbyRkGQzGEE0cpRUg,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,14,UB,"Cultist of the Absolute / Vhal, Candlekeep Researcher","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
943,Todd Hayen,naXxkqSZnUcvEEV7L4B4wNFcsm02,https://www.moxfield.com/decks/94ouo-OsVEO11jUVYtY6zA,1,1,0.0,0.2,0.25,0.0,0,4,3,1.0,15,WUBRG,"Codie, Vociferous Codex","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
944,Trent Cory,e7mHgng9JMRvjLwYYsABRRdOyyr1,https://www.moxfield.com/decks/0GQZhYNC7UCt5Yf9hedZcQ,2,2,0.0,0.3333333333333333,0.4,0.0,0,4,3,1.0,16,WUBRG,"Sisay, Weatherlight Captain","cEDH Reserve List Series - Underground Sea - July 9th, 2023",1688875200,
945,Cristian Prado ,HaOQ1465OdhKE7jG04uxHw8WbCq2,https://www.moxfield.com/decks/VIyetLsmNEyKibUPgFpdpg,3,2,1.0,0.5,0.4,1.0,2,1,1,0.0,1,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
946,Pedro Pablo Palacios ,HEDmXwLCviSwSSbNQrteWHaJPfp1,https://www.moxfield.com/decks/ldIcZkdhcEe1V69odxdX7A,4,4,0.0,0.6666666666666666,0.8,0.0,1,1,0,1.0,2,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
947,ignacio saez,pXrjC5I0rEW7PzIYeraMcn7GOil2,https://www.moxfield.com/decks/Is1ZHDbSB0efrPfsVx-Y4A,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,3,WRG,"Rocco, Cabaretti Caterer",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
948,Heber Ramos ,uBf3wBiDPYgQpaqooZyxkD0wT0q1,https://www.moxfield.com/decks/mhUt6fZ0e0OxrwZrGAbgXw,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,4,WU,"Shorikai, Genesis Engine",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
949,Diego San Martin,B3cEdRmzH4ZjtoBiZJ5nqtr7Dox2,https://www.moxfield.com/decks/tJDwwCVf-k6mGboBedHr2g,1,1,0.0,0.25,0.25,,2,1,1,0.0,5,WUBRG,"Kenrith, the Returned King",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
950,Guido Muñoz,FmBquEhlDKY8DLGFZmgMtbGtEeh1,https://www.moxfield.com/decks/wp0t7ECqZUaA_67pPzM9Rw,1,1,0.0,0.25,0.25,,1,2,2,0.0,6,WBR,"Jeska, Thrice Reborn / Tymna the Weaver",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
951,Cristian Illanes Cartes,a93bS9opxySwhdydHP9SFOPQ52C3,https://www.moxfield.com/decks/IQSoNb6kWEaeyliuSy76Jw,2,2,0.0,0.4,0.4,,1,2,2,0.0,7,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
952,Matias Valeria Olsen,J2UpyKV9gKemM0cRclJaeILjLDE3,https://www.moxfield.com/decks/wgLAA8e1qkCDFYevcj0UpA,1,1,0.0,0.2,0.2,,4,0,0,0.0,8,WBR,"Jeska, Thrice Reborn / Tymna the Weaver",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
953,Roncho culiao,LWPE7jZ2bQNppMWcJFDtq7WKfnt1,https://www.moxfield.com/decks/Y_KkSsq_GkKtY5mi7vzYMQ,1,1,0.0,0.2,0.2,,3,1,1,0.0,9,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
954,Felipe Herrera Tascón ,MMxF4oziOFhfQcSWaqUNyCExioJ2,https://www.moxfield.com/decks/L-Wk_O9VEEqqR6f3wcSOnQ,1,1,0.0,0.25,0.25,,0,3,3,0.0,10,WR,"Winota, Joiner of Forces",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
955,Israel Valdebenito ,hd0oZBouHuTDQd44WcDEYNpmFs03,https://www.moxfield.com/decks/Dq1Ek1dYU0eejJrN14tmpw,1,1,0.0,0.2,0.2,,3,1,1,0.0,11,WUG,"Rigo, Streetwise Mentor",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
956,Carlos Ignacio Vera Alvarado,HsouxKdSlEdk1PZzehep4a39e5W2,https://www.moxfield.com/decks/E2nZ1CFo20mpSeQnqMX-zw,1,1,0.0,0.2,0.2,,2,2,2,0.0,12,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
957,Pablo Andrés Aguayo Lagos,DXzScfghidPBIo0grelHfMRf9Bp1,https://www.moxfield.com/decks/d0evgGr3_UK0wceKNIe3vg,1,1,0.0,0.2,0.2,,2,2,2,0.0,13,WUBRG,"Sisay, Weatherlight Captain",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
958,Gerardo Araya Gutierrez ,FA3wKBxD5YcJX2ti3IScdYj3KA92,https://www.moxfield.com/decks/NG_F5fNqJEWiJCLB1braCQ,1,1,0.0,0.2,0.2,,2,2,2,0.0,14,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
959,Matias Caceres,uTjklsKSsWWfF8PNEP06fYVaIjV2,https://www.moxfield.com/decks/QdvrNo8Hn0O4diQb-WoxwA,1,1,0.0,0.2,0.2,,2,2,2,0.0,15,BRG,"Korvold, Fae-Cursed King",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
960,mauricio cares,riA24u6GyYhcMG2H4XGxsQMTcKl1,https://www.moxfield.com/decks/3VoLxlNCL0OGG9z12u3Oxg,1,1,0.0,0.2,0.2,,2,2,2,0.0,16,R,"Slicer, Hired Muscle // Slicer, High-Speed Antagonist",RBP 15 de JULIO | Clasificatorio al Nacional.,1689393600,
961,Cole Justice,m0Bd0zdAoDZY0pnYAcnmPibNhTk1,https://www.moxfield.com/decks/YreZgop3S0S0v9EpJZjCHA,5,3,2.0,0.7142857142857143,0.6,1.0,1,1,1,0.0,1,WUBRG,"Najeela, the Blade-Blossom",ka0s Treasure Series 5,1689393600,
962,Ganesh Chowdiah,2cXOwFfIKbMXkY4yj8WhZ2LnkPh1,https://www.moxfield.com/decks/Zs7_2zKGKkuKP33M7kvyfA,4,3,1.0,0.5714285714285714,0.6,0.5,0,3,2,1.0,2,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",ka0s Treasure Series 5,1689393600,
963,Tuukka Leppänen,VOJ3NgDF1dT4eyFUWblKYvTsPgp1,https://www.moxfield.com/decks/r7W2oGwVo0iEhCU-T8TFYw,2,1,1.0,0.3333333333333333,0.25,0.5,2,2,1,1.0,3,WBG,"Tayam, Luminous Enigma",ka0s Treasure Series 5,1689393600,
964,Tuomas Otto Leppänen,dHrdhTBtgBcQrbgfQgfSlBqEWfK2,https://www.moxfield.com/decks/uOfdKMZ6vkKqefIG-Ituqg,3,2,1.0,0.42857142857142855,0.4,0.5,2,2,1,1.0,4,WBG,"Tayam, Luminous Enigma",ka0s Treasure Series 5,1689393600,
965,Andy Beach,Q1cABSjb9kZsLIPMakdeBwHKoBn2,https://www.moxfield.com/decks/goXVE54to0O2IxUgDHa-Kg,3,3,0.0,0.5,0.6,0.0,2,1,0,1.0,5,WUBG,"Atraxa, Grand Unifier",ka0s Treasure Series 5,1689393600,
966,Stephen Johns,Ve5ueWB9bAdsvCIGzWjisSBNQoo2,https://www.moxfield.com/decks/EHD17B5g_0ye_c8zbl43fA,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,6,BG,The Gitrog Monster,ka0s Treasure Series 5,1689393600,
967,Toni Tauru,65D3lWym2pRKFo2JOn8Y64SNfcx2,https://www.moxfield.com/decks/EjSTELp4LESGGaDEmFT5uQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,7,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",ka0s Treasure Series 5,1689393600,
968,Joshua Roberts,OEwAwpqTpkPn6WHVKXpx4DBQXZs1,https://www.moxfield.com/decks/1dng_2MRVEqXp7NgTes3WA,2,2,0.0,0.3333333333333333,0.4,0.0,3,1,0,1.0,8,WUBG,"Atraxa, Grand Unifier",ka0s Treasure Series 5,1689393600,
969,Brian Barton,Zz15vBIPAvgw8vkIhMJQw8L6A4J2,https://www.moxfield.com/decks/OVOihlt5HUGNVI1NqXHF0A,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,9,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",ka0s Treasure Series 5,1689393600,
970,Corey Milhouse,pBMOcvKTwtSTK46qPu6EKB9ufNE3,https://www.moxfield.com/decks/Vk9Vvr_O3ECwkzGpjJtWtA,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,10,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",ka0s Treasure Series 5,1689393600,
971,Temujin Horsey,eUiV4NK8aWXDzUpX8ieUCC8C9On1,https://www.moxfield.com/decks/XY3-mon56UiEABySR0Jcow,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,11,WUB,"Tivit, Seller of Secrets",ka0s Treasure Series 5,1689393600,
972,Samuel,rs6FWoASyFRNYNWB0IuvfmZtSkX2,https://www.moxfield.com/decks/s-g0v8rnjUScEvv18H0wqw,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,12,UBG,"Tevesh Szat, Doom of Fools / Thrasios, Triton Hero",ka0s Treasure Series 5,1689393600,
973,Steppin Razor,JsSmHon2B5Wcccv1reBprWaDPDf2,https://www.moxfield.com/decks/bLIEyo9EBkaKkLymEJ49Zg,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,13,WRG,Shalai and Hallar,ka0s Treasure Series 5,1689393600,
974,Shauna Gilles,EaJZuZqFDQZs9wuEBcYHwVM1kpg2,https://www.moxfield.com/decks/DiowVyEnlECXqW1cQI2_HQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,14,UR,"Niv-Mizzet, Parun",ka0s Treasure Series 5,1689393600,
975,Sebastian Charles Pugliese,DP2MFjeuA5eXUMcPjqAZ37pDqo43,https://www.moxfield.com/decks/wMpKXqXMS0OoPDA4mD2DXQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,15,WUB,"Tivit, Seller of Secrets",ka0s Treasure Series 5,1689393600,
976,Max Sternburg,NoplwPOalyPYtwTf4sgflMhSsgr1,https://www.moxfield.com/decks/nJzW2yoUAESHEJUyFReRAw,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,16,UG,"Kinnan, Bonder Prodigy",ka0s Treasure Series 5,1689393600,
977,Sean Hrecho,Qv8SrxCSVecK6da3wHXCt3zn65V2,https://www.moxfield.com/decks/C6q4j1XkaU6-ARql3870-w,5,3,2.0,0.7142857142857143,0.6,1.0,1,1,1,0.0,1,BR,"Prosper, Tome-Bound",MBG Commander 2k,1689998400,
978,Matt tate,2hxZjGJo1tNrP7DacCGD2zJ6BOE3,https://www.moxfield.com/decks/jhKxR348W0ml6y83GdkiwQ,4,3,1.0,0.5714285714285714,0.6,0.5,1,2,1,1.0,3,WUBG,"Atraxa, Grand Unifier",MBG Commander 2k,1689998400,
979,Thomas Deschamps,PPurO3tUF9SYB2pw68lc8boXNTj1,https://www.moxfield.com/decks/xI0GYbTHWU2DS4R7BHc-7Q,3,2,1.0,0.42857142857142855,0.4,0.5,0,4,3,1.0,4,R,"Magda, Brazen Outlaw",MBG Commander 2k,1689998400,
980,Devon Paynter,ekiQj5Of6mSlDvtKzCHt07Y15z03,https://www.moxfield.com/decks/Tfq3geCPn0CK-Yg3tzVlXQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,6,WUB,"Tivit, Seller of Secrets",MBG Commander 2k,1689998400,
981,Charles Mackenzie,4oE04vtOBiTBralHanMznfwkINz1,https://www.moxfield.com/decks/0lKo5qHus0qUjI6fRhhMOg,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,8,G,"Toski, Bearer of Secrets",MBG Commander 2k,1689998400,
982,Dan Brooks,duhCFHajZxVHCQtl8tNB3gOKqRD3,https://www.moxfield.com/decks/kqkJQCpcp0KK2LWLya3T-w,1,1,0.0,0.2,0.25,0.0,1,3,2,1.0,9,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",MBG Commander 2k,1689998400,
983,Alana Kecskes,VZ8TVC05ONREN0arwTN14LPQ4JF2,https://www.moxfield.com/decks/4vvuUvIWn060mEoWuclRxA,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,10,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",MBG Commander 2k,1689998400,
984,John Graham II,4GL6CyPo3PShcUhBsYs76w7vfbG2,https://www.moxfield.com/decks/NM-etUouDke2iaICVb9_gg,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,12,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",MBG Commander 2k,1689998400,
985,Tom Zofchak,m2oKrXxlmnVjD2lm0jKin4GOxDr2,https://www.moxfield.com/decks/4LTWZy1qV0uRFYuQ4d_39g,1,1,0.0,0.2,0.25,0.0,0,4,3,1.0,13,BR,"Rograkh, Son of Rohgahh / Tevesh Szat, Doom of Fools",MBG Commander 2k,1689998400,
986,Cody Bean,hdsfgjj9bIYsS6hhzPCZ5Z1povE3,https://www.moxfield.com/decks/bGNREldNXEaA4hjKRqIpIg,2,2,0.0,0.3333333333333333,0.4,0.0,0,4,3,1.0,15,WUR,"Gavi, Nest Warden",MBG Commander 2k,1689998400,
987,Tim Teska,NtXScXCl02MIEVBPg4ta92dGUYS2,https://www.moxfield.com/decks/mDB9h-hjP0OyP_UN2BjIxA,1,1,0.0,0.16666666666666666,0.2,0.0,0,5,4,1.0,16,WUBR,"Breya, Etherium Shaper",MBG Commander 2k,1689998400,
988,Eric Mattner,HEVippVXIQMlTzEqVWUXToX4Nn62,https://www.moxfield.com/decks/RKBFW2OWTUKVsfW_cSGOXQ,5,3,2.0,0.8333333333333334,0.75,1.0,0,1,1,0.0,1,UBR,"Kraum, Ludevic's Opus / Tevesh Szat, Doom of Fools",Pastimes CEDH Classic,1690002000,
989,Jason Baird,ddDLgeiRIvZZwcwUJlk4LqhK4Mr2,https://www.moxfield.com/decks/COdhcjtmKUqZpmz8CWlpNQ,3,2,1.0,0.5,0.5,0.5,1,2,1,1.0,2,WU,"Tameshi, Reality Architect",Pastimes CEDH Classic,1690002000,
990,Steven Gilles,v2jmhDvPfXPXuIWNMAUmlRQ0HHs1,https://www.moxfield.com/decks/1rPghXCZ_0C1KcFSD8AVNw,1,1,0.0,0.25,0.3333333333333333,0.0,1,2,1,1.0,6,WUBG,"Atraxa, Grand Unifier",Pastimes CEDH Classic,1690002000,
991,Raul Villarruel ,KuQoPLj8WrSf8L8yHshrA9fpGUF2,https://www.moxfield.com/decks/io8KuPXPmU6RIwPjMRzd6A,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,7,UG,"Kinnan, Bonder Prodigy",Pastimes CEDH Classic,1690002000,
992,Alex Javed,vfdaDBNM0ChZhXn0NZNMteKRVQh1,https://www.moxfield.com/decks/8HWEtI1PXkmXKxsHgeGLMA,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,8,UR,"Jhoira, Weatherlight Captain",Pastimes CEDH Classic,1690002000,
993,Caleb Mikolajczyk,OJp7RgslDihYQLvDc5mKC8fMU6k2,https://www.moxfield.com/decks/pbkQm5ll_kaJechnVx1Tew,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,9,UBR,"Malcolm, Keen-Eyed Navigator / Vial Smasher the Fierce",Pastimes CEDH Classic,1690002000,
994,Luke Escalera,OfSg562ZQnVIQvxlPkUGPk8qtIq2,https://www.moxfield.com/decks/BeYxiHVwAkueEZky0VhIVg,1,1,0.0,0.2,0.25,0.0,1,3,2,1.0,10,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Pastimes CEDH Classic,1690002000,
995,Sal Ranzulla,5Z7OUnnUA8fZLJDPVtSMTgjNGdG2,https://www.moxfield.com/decks/CWvxktnvqEmSGmyZMjgTUw,1,1,0.0,0.2,0.25,0.0,1,3,2,1.0,12,R,"Magda, Brazen Outlaw",Pastimes CEDH Classic,1690002000,
996,Matthew Mitchell,IOxgK4CHPqhFGnTo94NENnag2Sq1,https://www.moxfield.com/decks/WRRlSGh2s02iQJ_0JGQIjQ,1,1,0.0,0.2,0.25,0.0,1,3,2,1.0,14,WR,"Winota, Joiner of Forces",Pastimes CEDH Classic,1690002000,
997,Joseph Mark Trinidad,JqdnVHXC62XKC0Qdgzck1Buluju1,https://www.moxfield.com/decks/_5MQBRv4q0292K1IP2dq0Q,0,0,0.0,0.0,0.0,0.0,0,4,3,1.0,16,UBR,"Malcolm, Keen-Eyed Navigator / Vial Smasher the Fierce",Pastimes CEDH Classic,1690002000,
998,Joshua Montgomery,4R0SAZePumTkRoVibwrx57vzqPw2,https://www.moxfield.com/decks/AmbdYhmc4kq86cXI0frGXA,4,2,2.0,0.5714285714285714,0.4,1.0,2,1,1,0.0,1,G,"Yisan, the Wanderer Bard","SeaEDH 2 ""The Runback""",1690009200,
999,Atlas Kulish,6XamI1uS4pbW3tgRZZ59G6rM3QG3,https://www.moxfield.com/decks/ksesvEK_dE-LzSXfQmcOOw,4,3,1.0,0.5714285714285714,0.6,0.5,2,1,0,1.0,2,WUBRG,"Kenrith, the Returned King","SeaEDH 2 ""The Runback""",1690009200,
1000,Loran Johansson,X6FEL78wW9SbLSjbatbD6DerJEt1,https://www.moxfield.com/decks/H8WLkLyod02yaQCSgWtITQ,4,3,1.0,0.5714285714285714,0.6,0.5,1,2,1,1.0,3,WUBRG,"Kenrith, the Returned King","SeaEDH 2 ""The Runback""",1690009200,
1001,Luke Files,rkpZ7dkguROsX5XlHWDC3RpXDyx1,https://www.moxfield.com/decks/UZUqlJ_yf0iv5bG-UO2ePw,3,2,1.0,0.42857142857142855,0.4,0.5,1,3,2,1.0,4,BR,"Rograkh, Son of Rohgahh / Tevesh Szat, Doom of Fools","SeaEDH 2 ""The Runback""",1690009200,
1002,Josh monroe,sq3avXIeR8atEcrWVgQ1ZMfRfNf2,https://www.moxfield.com/decks/pj7kWSr83kyABwL9ZtU-sA,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,5,WUBRG,"Sisay, Weatherlight Captain","SeaEDH 2 ""The Runback""",1690009200,
1003,Zachary Crain,z6dr6xKdq8TiYPGjZ5CHQibxMij2,https://www.moxfield.com/decks/QCd_flC0Jkm0KVoCVN7buQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,6,BR,"Ob Nixilis, Captive Kingpin","SeaEDH 2 ""The Runback""",1690009200,
1004,James Fausto,6Kc60A42CiWEbmL0VD8fgWTHtgt2,https://www.moxfield.com/decks/DNIpML7k60KgemyAgL_6xQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,7,UR,"Ghyrson Starn, Kelermorph","SeaEDH 2 ""The Runback""",1690009200,
1005,Dylan Wilhite,nLTjisuOprc3FuCix7v1llybp683,https://www.moxfield.com/decks/ZzBkR7s-C0SozgIOjJLWcQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,8,WRG,"Rocco, Cabaretti Caterer","SeaEDH 2 ""The Runback""",1690009200,
1006,Ben Anderson,2o9TbxPTkgScdpnpfRblJM0cP1K3,https://www.moxfield.com/decks/TwTIVl-NuUWHhQwGZEtluA,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,10,UR,"Rielle, the Everwise","SeaEDH 2 ""The Runback""",1690009200,
1007,Tyler Myers,tDdcmL3vuSdXA2CWUAm7y6RVtD92,https://www.moxfield.com/decks/FJ07CljmckqKtagRT4E-TQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,11,WUB,"Tivit, Seller of Secrets","SeaEDH 2 ""The Runback""",1690009200,
1008,Giovanni quattrin,jBvxD5A8GThAhamOoNrXKD6qrQo1,https://www.moxfield.com/decks/gSwTpJYfSkOw7Wxi_o5Dhg,2,2,0.0,0.3333333333333333,0.4,0.0,0,4,3,1.0,12,UG,"Edric, Spymaster of Trest","SeaEDH 2 ""The Runback""",1690009200,
1009,Andre Eubanks,tqZ0uMh50wZiFzbatVFq4vtRm1q1,https://www.moxfield.com/decks/Huk3qA160kadJNBmzRESvw,1,1,0.0,0.16666666666666666,0.2,0.0,2,3,2,1.0,13,WUBG,"Thrasios, Triton Hero / Tymna the Weaver","SeaEDH 2 ""The Runback""",1690009200,
1010,Bailey Totten,COT3Ui47TvP3EfoiYLKp7ZbN8F42,https://www.moxfield.com/decks/N7QpaDcg6UalWQ9P578gOA,1,1,0.0,0.16666666666666666,0.2,0.0,2,3,2,1.0,14,WUBRG,"Kenrith, the Returned King","SeaEDH 2 ""The Runback""",1690009200,
1011,Devin Tingle,5ko9F0oWptQJnfnyIJ4RAPphnjU2,https://www.moxfield.com/decks/pw8LhhXkjkmU60OuL_wZ7A,1,1,0.0,0.16666666666666666,0.2,0.0,2,3,2,1.0,15,WUBRG,"Sisay, Weatherlight Captain","SeaEDH 2 ""The Runback""",1690009200,
1012,David Bryden,pGLjevQKeoUr2uXCJDdUr1qismt1,https://www.moxfield.com/decks/sQPNzsbYSEGzgUxaNkrHIw,1,1,0.0,0.16666666666666666,0.2,0.0,2,3,2,1.0,16,WUB,"Tivit, Seller of Secrets","SeaEDH 2 ""The Runback""",1690009200,
1013,Michael Bellavia,pfbfizQ8E9eqxBqzXNmHgPcVCD82,https://www.moxfield.com/decks/tceYa8y1102hpdSDyBTMxQ,3,2,1.0,0.42857142857142855,0.4,0.5,1,3,2,1.0,2,UR,"Niv-Mizzet, Parun",Bufftown Bullies Summer Bash,1690603200,
1014,Sam Lyman,fnWofTAbwDfhtCNmEqTKsqWqvB53,https://www.moxfield.com/decks/4QmTJRBFVkioFces2v1Niw,2,1,1.0,0.2857142857142857,0.2,0.5,2,3,2,1.0,3,WUR,Elsha of the Infinite,Bufftown Bullies Summer Bash,1690603200,
1015,Jonathan Gibbons,Yx3kQWPP4rMEWmRqBZtPCGaQLor2,https://www.moxfield.com/decks/sEglkytnIUuNQlbk7gGCRQ,2,1,1.0,0.2857142857142857,0.2,0.5,1,4,3,1.0,4,WR,"Koll, the Forgemaster",Bufftown Bullies Summer Bash,1690603200,
1016,Aaron,nVmBv4g2kVYPV09RztSomgHoeui1,https://www.moxfield.com/decks/bBfYr4OMwEWjwzIBKhy9bg,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,5,WUB,"Tivit, Seller of Secrets",Bufftown Bullies Summer Bash,1690603200,
