,name,profile,decklist,wins,winsSwiss,winsBracket,winRate,winRateSwiss,winRateBracket,draws,losses,lossesSwiss,lossesBracket,standing,colorID,commander,tournamentName,dateCreated,drawsSwiss
0,Ian Flannery,GHPNb0E7DnWMVIsJIhYSXre58rB3,https://www.moxfield.com/decks/OaGq6tkEpkK-tYehn7E01g,5,3,2.0,0.7142857142857143,0.6,1.0,2,0,0,0.0,1,WUB,"Tivit, Seller of Secrets",Mox Masters October 22,1664607601,
1,Guus the Goose,sd2LCfHFtHbkVFzUQHSCTVZptNW2,https://www.moxfield.com/decks/ZiflpjHO8E-6jQFn_1tabQ,4,3,1.0,0.5714285714285714,0.6,0.5,2,1,0,1.0,2,WBG,"Halana, Kessig Ranger / Tymna the Weaver",Mox Masters October 22,1664607601,
2,Vincent aprano,ZBIP4U330ZMav1R4M7mnHciERGb2,https://www.moxfield.com/decks/QpkKBAxRcUq0czFNsJJZWg,4,3,1.0,0.5714285714285714,0.6,0.5,1,2,1,1.0,3,UBR,"Armix, Filigree Thrasher / Kraum, Ludevic's Opus",Mox Masters October 22,1664607601,
3,Mitchell Stephenson,AdS22lj7RkXTAKt5nQ1hr7iQ3ok1,https://www.moxfield.com/decks/Rb-kbNxmWESWdRk7pGhweQ,4,3,1.0,0.5714285714285714,0.6,0.5,0,3,2,1.0,4,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters October 22,1664607601,
4,Brandon Lucia ,xANVG9Ydn0QAtiu6rzNcSj1QqsF2,https://www.moxfield.com/decks/UfRMtqJKU0yjz8huOqNOgA,4,4,0.0,0.6666666666666666,0.8,0.0,0,2,1,1.0,5,BRG,"Dargo, the Shipwrecker / Ikra Shidiqi, the Usurper",Mox Masters October 22,1664607601,
5,Ignasi Ibáñez Martí,cQ30wpoy0eSg7t80b79fgn07Wz62,https://www.moxfield.com/decks/7O1sCuIti0igU6Us_Jhadg,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,6,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters October 22,1664607601,
6,Connor Ritchotte,sdVaz5PhWbZVwCttM8S9QdmGRVQ2,https://www.moxfield.com/decks/Yg22hBgzHEmQXsIM6bT6yQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,7,UBR,"Malcolm, Keen-Eyed Navigator / Vial Smasher the Fierce",Mox Masters October 22,1664607601,
7,Nick Kalte,aYOkLEHqOhYgqkRUrWpkEFmOUML2,https://www.moxfield.com/decks/nBcCh1EqMk-oAShV0ywAyQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,8,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters October 22,1664607601,
8,Ami,rlZiqvLHB7UOasQBodF8R5xbXX52,https://www.moxfield.com/decks/h88PHcfIDEG7rsq3WXTeUg,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,9,U,"Urza, Lord High Artificer",Mox Masters October 22,1664607601,
9,Chris Oliver-Conroy,Aj0TIZtQbENQ8PfsUm837evkGgx2,https://www.moxfield.com/decks/tF0NAbnfIkyeOQGsgpqPsA,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,10,UG,"Ivy, Gleeful Spellthief",Mox Masters October 22,1664607601,
10,Tony Parks,c90oWwRPJFcb9oP5aCcyjvjUf4y1,https://www.moxfield.com/decks/h2uxyCc2iEK915R0AW3tSw,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,11,WRG,"Rocco, Cabaretti Caterer",Mox Masters October 22,1664607601,
11,Takato Mitsuda,KnEzdraHD2V9Czv8PCuqhohTa7F2,https://www.moxfield.com/decks/zHocFJxZb0uruHtZhbitrw,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,12,WUBRG,"Najeela, the Blade-Blossom",Mox Masters October 22,1664607601,
12,Lauri Lannetta,Dtbn9VMPVfVzTs0wRtH027HCyvK2,https://www.moxfield.com/decks/keuksVHHp0e6QHCNXEpOwQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,13,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters October 22,1664607601,
13,Daniel Graft,AWIfQoGUBYYzqZSoMJOIGRKc3Ki1,https://www.moxfield.com/decks/BXY4WFzBZEK9QBXOe1UJlw,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,14,UB,"Yuriko, the Tiger's Shadow",Mox Masters October 22,1664607601,
14,Kevin Simmons,tiM4KFkVXnMW4L1Sh7JSbuGEDf82,https://www.moxfield.com/decks/56EFYHSKA0OY6q2nIs2OJw,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,15,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",Mox Masters October 22,1664607601,
15,John Addleman,mY5zb2LnBySlrGJd6V0IcjDK4y92,https://www.moxfield.com/decks/ntNtsDZrbE-6hGhKJrUKcA,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,16,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters October 22,1664607601,
16,Sean Barmapov,CvvDwGm2xIMW9iuvHGwI0Dw3QU13,https://www.moxfield.com/decks/D7Oxkt3-s0SwLEaiX4g9UQ,4,2,2.0,0.5714285714285714,0.4,1.0,1,2,2,0.0,1,URG,"Dargo, the Shipwrecker / Thrasios, Triton Hero",Mox Masters December 22,1670054400,
17,Thorne Garvin,Wwkl5hwUOqRSVNydDogKbfxlzoc2,https://www.moxfield.com/decks/RJ9MB3ThrEqetz48EyipxA,5,4,1.0,0.7142857142857143,0.8,0.5,0,2,1,1.0,2,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters December 22,1670054400,
18,Ian Flannery,GHPNb0E7DnWMVIsJIhYSXre58rB3,https://www.moxfield.com/decks/wB6sfJZvLE2rtxaybsE2Zg,3,2,1.0,0.42857142857142855,0.4,0.5,2,2,1,1.0,3,WR,"Winota, Joiner of Forces",Mox Masters December 22,1670054400,
19,Alexander Rice,vc1IkW3bXYdKfplUKozjTmFjNQa2,https://www.moxfield.com/decks/8W6rxWnuU0Sn0WMcYDK_5g,3,2,1.0,0.42857142857142855,0.4,0.5,2,2,1,1.0,4,WUBRG,"Kenrith, the Returned King",Mox Masters December 22,1670054400,
20,Baal Roi Quinhones,B1v61rulzcNBK0zTS9bm53NAQRk2,https://www.moxfield.com/decks/5Ur9QhYCpUei3Ch0Sw-xJQ,3,3,0.0,0.5,0.6,0.0,2,1,0,1.0,5,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Mox Masters December 22,1670054400,
21,JC Thorburn,7DMgFrjkQNYHwsa5SfS2TFbhQnx1,https://www.moxfield.com/decks/RpH4nvAAGE2sfPEtvZlW_A,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,6,URG,"Jeska, Thrice Reborn / Thrasios, Triton Hero",Mox Masters December 22,1670054400,
22,Kevin Simmons,tiM4KFkVXnMW4L1Sh7JSbuGEDf82,https://www.moxfield.com/decks/56EFYHSKA0OY6q2nIs2OJw,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,7,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",Mox Masters December 22,1670054400,
23,Ahmad Kanawati,sRIecfUXFfVYc4lsiKRNv9FaVAa2,https://www.moxfield.com/decks/uzo6QzrXakWQczHYcOSJsg,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,8,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters December 22,1670054400,
24,Anthony Roth,s3A0UzvDthMkTaNnI5A2kMXkqN43,https://www.moxfield.com/decks/VdW3HDerfUCCnCW1OKf6aQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,9,UB,Satoru Umezawa,Mox Masters December 22,1670054400,
25,Evan Pierce,KJt7qzKAWdfwpZb9b5u9TJSr5z43,https://www.moxfield.com/decks/5-3wC-GqC0i_ETuWpBI8bQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,10,WUB,Marneus Calgar,Mox Masters December 22,1670054400,
26,James Cody Halley,Mq7M7q63mmOMjtDuUT4iKHqQb6V2,https://www.moxfield.com/decks/2e1Q2EO39k60FUte09aWQA,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,11,WURG,"Akiri, Line-Slinger / Thrasios, Triton Hero",Mox Masters December 22,1670054400,
27,Zain Nayer,lQ0t64n61Phw7jMora0qHtykiVO2,https://www.moxfield.com/decks/Ef3Z_5orJkaSGp7gdvoBMA,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,12,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters December 22,1670054400,
28,Jay Silvester,jrkq6K8ox1bLygG091KnG3X74aq1,https://www.moxfield.com/decks/j-DkxzFokEiHNH7C2x04YQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,13,WBG,Kodama of the East Tree / Tymna the Weaver,Mox Masters December 22,1670054400,
29,Kenneth Baumann,epnuUIK7lffm1fhUZ5qG9mOHDTn2,https://www.moxfield.com/decks/C8bKt1oud02UXP3h4toUtA,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,14,WG,"Tadeas, Juniper Ascendant",Mox Masters December 22,1670054400,
30,Rich Lisonbee,htXOSVp79rNgI2N55t8pJxSDpU13,https://www.moxfield.com/decks/f_Hvko5gPkGL_GVRlptxaw,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,15,WBRG,"Tana, the Bloodsower / Tymna the Weaver",Mox Masters December 22,1670054400,
31,Christian Wilkerson,qmteqK9BZZgL0FhhXQOJC4q7lGN2,https://www.moxfield.com/decks/Glo_gO6YfEievFWfH59g6w,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,16,WUB,"Tivit, Seller of Secrets",Mox Masters December 22,1670054400,
32,Nathan Smale,WeVjUKTw45YKp75y0BgsZIYkeQm1,https://www.moxfield.com/decks/-HbNFMlTpkuS-n_QHNRkMQ,3,2,1.0,0.75,0.6666666666666666,1.0,0,1,1,0.0,1,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Dockside Debacle,1671587770,
33,Ethan Callaway,StFwude0QZTTNRfmGDfhu6PEwB62,https://www.moxfield.com/decks/Ijxj7swNm0ig-nC6aG4GnA,2,2,0.0,0.5,0.6666666666666666,0.0,0,2,1,1.0,2,WU,"Shorikai, Genesis Engine",Dockside Debacle,1671587770,
34,Steven Scott,i85BxFLQmGbBNgGBiZQiSL8HSVt1,https://www.moxfield.com/decks/VSX5RJnST0--rWGO25xjaA,2,2,0.0,0.5,0.6666666666666666,0.0,0,2,1,1.0,3,UB,"Yuriko, the Tiger's Shadow",Dockside Debacle,1671587770,
35,Matt Thompson,jxqPq00xLnSKwbf1bLB4CGAFUFx2,https://www.moxfield.com/decks/qFDMxE-My0ms2luwGF35QQ,2,2,0.0,0.5,0.6666666666666666,0.0,0,2,1,1.0,4,UB,"Yuriko, the Tiger's Shadow",Dockside Debacle,1671587770,
36,Fred Keck,YCps01E3J2Mg6EXA4BGoaFvSADB3,https://www.moxfield.com/decks/cv2eyesbREKzzpQ8LwUnqQ,2,2,0.0,0.6666666666666666,0.6666666666666666,,0,1,1,0.0,5,R,"Godo, Bandit Warlord",Dockside Debacle,1671587770,
37,Xavier Cohen,akulDdBmQgRkdE7GijWUfzqeEw52,https://www.moxfield.com/decks/0LcvFzP1Mka3lRcBSFYQdQ,2,2,0.0,0.6666666666666666,0.6666666666666666,,0,1,1,0.0,6,WR,"Winota, Joiner of Forces",Dockside Debacle,1671587770,
38,Isaiah Angove,tedFf5qXuSeVCwHFWVyfjQbyo0m1,https://www.moxfield.com/decks/N07CtyvDSk2r9vwETWnjmQ,2,2,0.0,0.6666666666666666,0.6666666666666666,,0,1,1,0.0,7,WG,"Sythis, Harvest's Hand",Dockside Debacle,1671587770,
39,Matt Brown,0FUbUfx5yJRnLA1RyKk0idCNeJf2,https://www.moxfield.com/decks/QMAJG1zrG0uNoe-zR1PiBw,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,8,UB,"Toxrill, the Corrosive",Dockside Debacle,1671587770,
40,Sam Lewin,nmvbinmzpDRUvlaIbdqDrKxi5gh2,https://www.moxfield.com/decks/RUQhw-_DOE-gDj0pvsovPA,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,9,WB,"Rebbec, Architect of Ascension / Tymna the Weaver",Dockside Debacle,1671587770,
41,David Kulikovsky,JHG6GOr9MXNBWeLC8SCUE80cHr42,https://www.moxfield.com/decks/Fll2jab11UewA8UxpB6Lbw,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,10,WU,"Urza, Lord Protector",Dockside Debacle,1671587770,
42,Anthony Bartlett,kgQTIfcFdvW3JOvTmUKlgKcRoL52,https://www.moxfield.com/decks/dEAN4Mzie0SxCwE7Oi967g,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,11,G,"Marwyn, the Nurturer",Dockside Debacle,1671587770,
43,Jonathan Danilov,mEmRdGmOCual93nSKLBtPh99HzC3,https://www.moxfield.com/decks/axII-IBMaU-qIKY9WOLBUg,0,0,0.0,0.0,0.0,,0,2,2,0.0,12,WUBR,"Breya, Etherium Shaper",Dockside Debacle,1671587770,
44,James Alvarez,0pE9wSzImOexUAGIHbiL5Pn96bE3,https://www.moxfield.com/decks/qEcGntGWgESMH1n7yBMzaw,0,0,0.0,0.0,0.0,,0,2,2,0.0,13,UR,"Niv-Mizzet, Parun",Dockside Debacle,1671587770,
45,Min Joo,7jFObvxid3PgqbF7Gixn67DN0Es2,https://www.moxfield.com/decks/nCLTttcMtUOobtVRYeXPRg,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,14,UR,"Niv-Mizzet, Parun",Dockside Debacle,1671587770,
46,Mikhail,Az7Y3GTJSBUBq3kVhnQ6XZhzQVi1,https://www.moxfield.com/decks/MCuamdOLb02XARctwi7wuw,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,15,URG,"Kraum, Ludevic's Opus / Thrasios, Triton Hero",Dockside Debacle,1671587770,
47,Miguel Unas,hVMeogXnF9Wb3hxeW5GpTrdPjYi2,https://www.moxfield.com/decks/huDY6MimzUComLIYIl_XPw,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,16,WRG,"Rocco, Cabaretti Caterer",Dockside Debacle,1671587770,
48,Adam	Bourque,,https://www.moxfield.com/decks/9gW9rkA7REqFCLKTjpomiw,5,4,1.0,1.0,1.0,1.0,0,0,0,0.0,1,WUBRG,"Kenrith, the Returned King",Ad Ortus Regum,1672800687,
49,Cyrus	Morosoff,,https://www.moxfield.com/decks/yFuDzT29-0-MlRFUO2vOgg,3,3,0.0,0.6,0.75,0.0,0,2,1,1.0,2,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Ad Ortus Regum,1672800687,
50,Jayden	Fausto,,https://www.moxfield.com/decks/vmEOyiiWD0yK-sKJKF_vZA,3,3,0.0,0.6,0.75,0.0,0,2,1,1.0,3,WUG,"Thrasios, Triton Hero / Yoshimaru, Ever Faithful",Ad Ortus Regum,1672800687,
51,Atticus	Chanse,,https://www.moxfield.com/decks/Y5IRoKOVh0K2UQdnfkO4Xg,3,3,0.0,0.6,0.75,0.0,0,2,1,1.0,4,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Ad Ortus Regum,1672800687,
52,Devin	Tingle,,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox/QgrcJHrnzJgCJQhcMMbRPHqgrJTFRkTFZBL?projector=1&messagePartId=0.1,1,1,0.0,0.25,0.25,,1,2,2,0.0,15,N/A,Unknown Commander,Ad Ortus Regum,1672800687,
53,Kevin Simmons,,https://www.moxfield.com/decks/56EFYHSKA0OY6q2nIs2OJw,4,4,0.0,0.6666666666666666,0.8,0.0,0,2,1,1.0,2,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
54,Andy Beach,,https://www.moxfield.com/decks/XHRCqtkVKU2xqv8Eh0XTcQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,3,WUBRG,The First Sliver,CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
55,Andrew Towns,,https://www.moxfield.com/decks/2BS1rIB4W0K4vKHXV2LuOw,2,2,0.0,0.3333333333333333,0.4,0.0,0,4,3,1.0,4,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
56,Josh Webster,,https://www.moxfield.com/decks/kRadjfJEM0-EMRvuJbISmw,2,2,0.0,0.4,0.4,,0,3,3,0.0,5,WUBRG,"Najeela, the Blade-Blossom",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
57,Morgan Henry,,https://www.moxfield.com/decks/kLSvHF0az0yBgzg-M4eeeA,2,2,0.0,0.4,0.4,,0,3,3,0.0,6,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
58,Callahan Jones,,https://www.moxfield.com/decks/ZCB98ub28kCoj0frAskEgA/comments?id=kX9ZK,2,2,0.0,0.4,0.4,,0,3,3,0.0,7,N/A,Unknown Commander,CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
59,Payne Reed,,https://www.moxfield.com/decks/1S9lOEaj70CG5ERW4HdJNA,2,2,0.0,0.4,0.4,,0,3,3,0.0,8,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
60,Andrew Van Hoose,,https://www.moxfield.com/decks/pKqaWXYcjUqKg3wdfqhh-A,2,2,0.0,0.4,0.4,,0,3,3,0.0,9,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
61,Kevin Wu,,https://www.moxfield.com/decks/fVjOzeWVxUyHZrjaqoMujw,2,2,0.0,0.4,0.4,,0,3,3,0.0,10,N/A,Unknown Commander,CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
62,John Jones,,https://www.moxfield.com/decks/LSGU27QGwkKZPC6DVPaIsA,2,2,0.0,0.4,0.4,,0,3,3,0.0,11,UB,"Yuriko, the Tiger's Shadow",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
63,Hunter Hanlon,,https://www.moxfield.com/decks/RZJfwlrcIkKZqhB_EbTPSA,2,2,0.0,0.4,0.4,,0,3,3,0.0,12,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
64,Dillon Hostetler,,https://www.moxfield.com/decks/KKaFt1N4W0yxqxwdKzRlqA,2,2,0.0,0.4,0.4,,0,3,3,0.0,13,N/A,Unknown Commander,CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
65,Jeffrey Lott,,https://www.moxfield.com/decks/47lAhmABdUCr0ycBa5Qd9A,2,2,0.0,0.4,0.4,,0,3,3,0.0,14,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
66,Jake Ballengee,,https://www.moxfield.com/decks/FI7Pa7I3ekaWwajnB_iHFQ,2,2,0.0,0.4,0.4,,0,3,3,0.0,15,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
67,Matthew Titus,,https://www.moxfield.com/decks/j-0aJlxuOUm9FnKRvJcfZw,1,1,0.0,0.2,0.2,,0,4,4,0.0,16,WR,"Winota, Joiner of Forces",CEDH TWG UNDERGROUND LEADERS TOURNAMENT 1,1673103898,
68,Bill corcoran,mLIOL3HDhdM71cXkVYyAsd3Eins1,https://www.moxfield.com/decks/AruuNFoOkUuUK99cNwq7NQ,4,2,2.0,0.6666666666666666,0.5,1.0,1,1,1,0.0,1,WUBRG,"Najeela, the Blade-Blossom",Quarterly cEDH Tournament Q1 2023,1673298234,
69,Kevin Punj,0AXvGsPxKoSWbAZeYojLgD0MS8H3,https://www.moxfield.com/decks/baQtvIb1yUeWN9MTYZ_YLg,4,3,1.0,0.6666666666666666,0.75,0.5,1,1,0,1.0,2,UG,"Kinnan, Bonder Prodigy",Quarterly cEDH Tournament Q1 2023,1673298234,
70,Charles Magyar,qQIC72hdTrQKLDwrykQpsx5ZGFv2,https://www.moxfield.com/decks/pvG_ADYxSkeowsAeiVbVtg,3,2,1.0,0.5,0.5,0.5,1,2,1,1.0,3,UR,"Jhoira, Weatherlight Captain",Quarterly cEDH Tournament Q1 2023,1673298234,
71,Malcolm Beckford,rOJ3OGx32dPJgZmtL2YGd66HhK12,https://www.moxfield.com/decks/WZ7_EoyvIEy2gzvYQU8prw,3,2,1.0,0.6,0.6666666666666666,0.5,0,2,1,1.0,4,WUBRG,"Sisay, Weatherlight Captain",Quarterly cEDH Tournament Q1 2023,1673298234,
72,Lymuel Artwell III,uKxdMLziM5QZrN4421qSrqY2aa32,https://www.moxfield.com/decks/38n26rh7DkiKjF7ftqy10Q,2,2,0.0,0.4,0.5,0.0,2,1,0,1.0,5,WUBRG,"Najeela, the Blade-Blossom",Quarterly cEDH Tournament Q1 2023,1673298234,
73,zachary fitrakis,KYar3vG9dYfLu594V84fnPuY8ii2,https://www.moxfield.com/decks/RK-B3OviB0yflbKqHJklAw,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,6,WUBG,"Atraxa, Grand Unifier",Quarterly cEDH Tournament Q1 2023,1673298234,
74,Joseph Yakhnin,YfWZoHJO8XeAnwm3kljsjkl7GSY2,https://www.moxfield.com/decks/kLg0dQccHUOQtMI5-1yqQQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,7,WRG,"Rocco, Cabaretti Caterer",Quarterly cEDH Tournament Q1 2023,1673298234,
75,William Harder,htMPYI4bmzTtrEb3hexvDdw9Hun1,https://www.moxfield.com/decks/QagI4Xv_cUicCvLRuntrfQ,1,1,0.0,0.25,0.3333333333333333,0.0,0,3,2,1.0,8,UBR,"Armix, Filigree Thrasher / Kraum, Ludevic's Opus",Quarterly cEDH Tournament Q1 2023,1673298234,
76,Ryan Rumohr,i0LztZBXmYYkhxYGo5yYmvQKZNz1,https://www.moxfield.com/decks/LLZYxMn4R0efuaCflb6uqg,2,2,0.0,0.5,0.6666666666666666,0.0,0,2,1,1.0,9,R,"Magda, Brazen Outlaw",Quarterly cEDH Tournament Q1 2023,1673298234,
77,Alexi Frangiadis,SUQ7mfuGmhM8KYyzvPqWDMRpjby2,https://www.moxfield.com/decks/QBq5w27SoEap7BVUQenkoQ,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,10,UBR,"Inalla, Archmage Ritualist",Quarterly cEDH Tournament Q1 2023,1673298234,
78,Kevin sherry,2lAyYi4zFCSVMDupd5vKvbm3Jqj2,https://www.moxfield.com/decks/YA-lM1CqGEi9uLCTkE1pUw,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,11,WUBRG,"Sisay, Weatherlight Captain",Quarterly cEDH Tournament Q1 2023,1673298234,
79,Matthew Howard,Zap49LUAhEZXk87hjWUtrZ3PQnn1,https://www.moxfield.com/decks/5HToUERNzUeHfnnLJsX2yg,1,1,0.0,0.2,0.25,0.0,2,2,1,1.0,12,WUBRG,"Najeela, the Blade-Blossom",Quarterly cEDH Tournament Q1 2023,1673298234,
80,Maxwell Molinari,jOBjHhVceNaMxmTpnsDApNS49I13, https://www.moxfield.com/decks/KyE1LSwvV0OBzp8zGxP4xg,1,1,0.0,0.2,0.25,0.0,2,2,1,1.0,13,WUB,"Tivit, Seller of Secrets",Quarterly cEDH Tournament Q1 2023,1673298234,
81,Nick Roman,iYTjVhg7WOVzeKJWxlH3pP88OO02,https://www.moxfield.com/decks/-3kYdX7db0yNCTBkCfY_dA,1,1,0.0,0.2,0.25,0.0,2,2,1,1.0,14,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",Quarterly cEDH Tournament Q1 2023,1673298234,
82,Jayvanlee Jean,iu4wkPgsTaMKO7rbGsAmMNlQkLI2,https://www.moxfield.com/decks/O8ZjmOdCKEWWvv4bYpUGPA,1,1,0.0,0.2,0.25,0.0,1,3,2,1.0,15,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Quarterly cEDH Tournament Q1 2023,1673298234,
83,Kohei Ando-Mizuno,TDQ6id64apaUrJpCork1rUw1e2y2,https://www.moxfield.com/decks/soZwU-4jPkKsiGadZbg_DA,1,1,0.0,0.2,0.25,0.0,1,3,2,1.0,16,UB,"Yuriko, the Tiger's Shadow",Quarterly cEDH Tournament Q1 2023,1673298234,
84,David Z Trykall,0AaIEYTp1UOqpd28HfPz0SgG4hR2,https://www.moxfield.com/decks/GbN7MF5ALkKQNt4_-MYD4A,3,2,1.0,0.5,0.5,0.5,0,3,2,1.0,2,WUBRG,"Najeela, the Blade-Blossom",Tyton Games Commander Tournament 3/11/23,1673560687,
85,Breyman Xaiver Zayne Dile,HRm5Z3PMB8RaBg5fc5tzSIMdJWi2,https://www.moxfield.com/decks/YnhTuji_qU60LJnzQgwdHQ,3,2,1.0,0.5,0.5,0.5,0,3,2,1.0,4,WUBRG,"Sisay, Weatherlight Captain",Tyton Games Commander Tournament 3/11/23,1673560687,
86,Eric mattner,HEVippVXIQMlTzEqVWUXToX4Nn62,https://www.moxfield.com/decks/EyYVpvKJ1k2qwNWcVoewoQ,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,7,UBR,"Kraum, Ludevic's Opus / Tevesh Szat, Doom of Fools",Tyton Games Commander Tournament 3/11/23,1673560687,
87,Jack Costello,mvG8Iaf2roZSeXfnOaoVyg4qW7z1,https://www.moxfield.com/decks/ODY84kuTXUyDLSjDdVHwVg,1,1,0.0,0.2,0.25,0.0,0,4,3,1.0,12,UR,"Niv-Mizzet, Parun",Tyton Games Commander Tournament 3/11/23,1673560687,
88,Ben Loeb,VbHhUmNCVwQ1pkqvCf9BUIvBilO2,https://www.moxfield.com/decks/puwuqCVnzkmduWd14qepJw,6,4,2.0,0.8571428571428571,0.8,1.0,0,1,1,0.0,1,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",Silicon Dynasty,1673715600,
89,Brahma Heitz,bOR7D3O2HdQE4absttkR9g2beo83,https://www.moxfield.com/decks/DBh4iRPkgkiCrArvO_Gkng,4,3,1.0,0.5,0.5,0.5,1,3,2,1.0,2,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",Silicon Dynasty,1673715600,
90,Peter Eremeev,ENhKQBjonFRLcG19kwXE8s0xC563,https://www.moxfield.com/decks/BaHHJLE4cUukybTxYWlIQg,4,3,1.0,0.5,0.5,0.5,1,3,2,1.0,3,BR,"Rograkh, Son of Rohgahh / Tevesh Szat, Doom of Fools",Silicon Dynasty,1673715600,
91,Patrick Lam,IpLWAj8W4JclILjYuk3XMKQoH7n1,https://www.moxfield.com/decks/DKvAx2Xxq0Gl63WrTCkaSg,4,3,1.0,0.5,0.5,0.5,0,4,3,1.0,4,WUBRG,"Kenrith, the Returned King",Silicon Dynasty,1673715600,
92,Anthony Echevarria,UFQ7Leve1WWmiOgq6a2C2vB29Q03,https://www.moxfield.com/decks/eKW8bFOEjUSJlNwl9lCAjA,4,4,0.0,0.5714285714285714,0.6666666666666666,0.0,0,3,2,1.0,5,U,"Teferi, Temporal Archmage",Silicon Dynasty,1673715600,
